"SPECIES_NAME","SPECIES","BARCODE","SEX","LENGTH_CM","WEIGHT_KG","AGE","HAUL_NUMBER","HAUL_JOIN","RETRIEVAL_DATE","DEPLOYMENT_DATE","NMFS_AREA","GEAR","GEAR_DESCRIPTION","VESSEL_TYPE","VESSEL_TYPE_DESCRIPTION","SAMPLING_PLATFORM","CDQ_CODE","PREDOMINANT_SPECIES_IN_HAUL","LATDD_END","LATDD_START","LONDD_END","LONDD_START","BOTTOM_DEPTH_FATHOMS","CRUISE","PERMIT","VESSEL_OR_PLANT","YEAR"
"YELLOWFIN SOLE",140,679282,"M",28,0.23,7,108,23307002110000000216,20-MAR-19,19-MAR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.91667,56.93333,-166.71667,-166.75,39,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,735974,"M",27,0.21,9,146,23307002110000000292,31-MAR-19,31-MAR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.68333,57.68333,-167.86667,-168.23333,37,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,735917,"F",36,0.5,,157,23307002110000000314,03-APR-19,03-APR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.46667,57.48333,-168.15,-167.9,37,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,735916,"F",31,0.32,,162,23307002110000000324,08-APR-19,08-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.28333,58.03333,-163.25,-163.25,20,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,649122,"F",31,0.34,11,192,23307002110000000384,14-APR-19,14-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.01667,58.25,-163.76667,-163.83333,23,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,735991,"M",36,0.5,,199,23307002110000000398,19-APR-19,19-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.23333,58.25,-163.35,-163.76667,20,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,735992,"M",29,0.26,,204,23307002110000000408,20-APR-19,20-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.25,58.13333,-164.38333,-163.98333,22,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,642498,"F",28,0.46,,209,23307002110000000418,21-APR-19,20-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.36667,58.2,-164.63333,-164.21667,22,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,687637,"F",41,0.85,,247,23313005822000000498,06-APR-19,06-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.01667,58.01667,-163.01667,-163.15,21,23313,"5822","ENTERPRISE",2019
"YELLOWFIN SOLE",140,1251946,"M",30,0.28,,285,23365003369000000570,23-APR-19,22-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.91333,58.77833,-163.63,-163.50667,13,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1251972,"M",35,0.46,24,296,23365003369000000592,25-APR-19,25-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.68,58.69833,-163.14667,-162.88333,12,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1251940,"M",36,0.44,24,320,23365003369000000640,01-MAY-19,01-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.50667,58.59833,-163.43167,-163.115,16,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1251990,"M",24,0.17,,330,23365003369000000660,02-MAY-19,02-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.97,58.82833,-162.86,-162.77,12,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1251963,"M",36,0.51,,335,23365003369000000670,03-MAY-19,03-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.88333,58.855,-163.63833,-163.19333,13,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1251993,"F",37,0.69,,357,23365003369000000716,10-MAY-19,10-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.11333,58.94333,-165.805,-165.57833,13,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1251930,"F",35,0.52,14,372,23365003369000000746,13-MAY-19,13-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.40667,59.29,-164.58833,-164.99,9,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1258308,"F",30,0.34,,377,23365003369000000756,13-MAY-19,13-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.26167,59.25833,-164.40833,-164.32,10,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,655336,"M",32,0.36,13,382,23365003369000000766,17-MAY-19,17-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.38833,58.3,-164.085,-164.545,21,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1235800,"F",32,0.4,12,387,23365003369000000776,18-MAY-19,18-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.48667,58.445,-163.24833,-163.65833,16,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1258301,"M",35,0.52,,427,23365003369000000856,27-MAY-19,27-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.16667,59.32667,-163.445,-163.30167,5,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1218075,"F",35,0.54,,443,23402003835000001006,26-MAY-19,26-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.42833,58.44667,-165.01167,-164.975,21,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1218095,"F",31,0.36,,448,23402003835000001016,27-MAY-19,27-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.34167,58.375,-165.32,-165.105,22,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1218062,"F",35,0.51,28,452,23402003835000001026,28-MAY-19,28-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.585,58.54833,-165.30167,-165.38333,21,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1218019,"F",34,0.57,15,456,23402003835000001036,29-MAY-19,29-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.47833,58.45833,-165.26,-165.365,21,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1218099,"M",24,0.18,,460,23402003835000001046,30-MAY-19,30-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.49333,58.48333,-164.90667,-164.99,20,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1218093,"M",34,0.41,,464,23402003835000001056,31-MAY-19,30-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.16667,58.99833,-163.89667,-163.615,10,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,680569,"F",30,,,345,23415004093000000810,06-MAY-19,06-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.14667,59.14167,-165.17833,-165.27833,12,23415,"4093","ALASKA VICTORY",2019
"YELLOWFIN SOLE",140,680520,"M",36,0.51,,354,23415004093000000828,08-MAY-19,08-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.48,59.24333,-163.93667,-163.72833,5,23415,"4093","ALASKA VICTORY",2019
"YELLOWFIN SOLE",140,680562,"M",34,0.48,12,359,23415004093000000838,09-MAY-19,09-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.25833,59.23333,-163.985,-163.61,11,23415,"4093","ALASKA VICTORY",2019
"YELLOWFIN SOLE",140,660878,"M",32,0.34,19,401,23415004093000000930,16-MAY-19,16-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.36167,59.17167,-164.355,-164.565,8,23415,"4093","ALASKA VICTORY",2019
"YELLOWFIN SOLE",140,660894,"F",29,0.26,,405,23415004093000000938,17-MAY-19,17-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.1,59.28667,-163.93667,-163.84833,11,23415,"4093","ALASKA VICTORY",2019
"YELLOWFIN SOLE",140,1237150,"M",31,0.28,,442,23365003369000000886,30-MAY-19,30-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.75167,59.02167,-163.41833,-163.48667,13,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1235730,"M",30,0.26,,462,23365003369000000926,04-JUN-19,04-JUN-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.35,58.29,-159.345,-159.53333,8,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,735923,"F",40,0.76,,409,23385034017000000818,07-MAY-19,07-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.945,58.965,-166.24833,-166.08333,15,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,735946,"M",34,0.45,,419,23385034017000000838,09-MAY-19,09-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Pollock",58.975,58.94,-166.41167,-166.15,14,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,666517,"F",36,0.67,,429,23385034017000000858,11-MAY-19,11-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.13167,59.11833,-166.31833,-166.69167,13,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,666510,"M",34,0.45,,435,23385034017000000870,12-MAY-19,12-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.25667,59.28667,-165.02,-164.64,10,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,666511,"F",33,0.4,12,440,23385034017000000880,13-MAY-19,13-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.28167,59.24167,-164.62833,-165.055,9,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,619190,"F",17,0.04,,445,23385034017000000890,14-MAY-19,14-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.48333,59.245,-163.97667,-163.685,9,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,735950,"F",40,0.72,,486,23385034017000000972,25-MAY-19,24-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.11833,58.975,-163.61167,-163.31,9,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,666527,"F",31,0.36,11,491,23385034017000000982,25-MAY-19,25-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.16667,59.14333,-164.00333,-163.545,10,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,1194407,"M",31,0.37,,173,23271002134000000530,22-MAR-19,21-MAR-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.25667,57.22167,-164.95167,-164.65,36,23271,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1218267,"M",35,0.4,,469,23402003835000001066,01-JUN-19,31-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C51","Flatfish",59.23333,58.995,-163.68833,-163.455,8,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,653806,"M",30,0.3,,539,23418001879000005752,01-JUL-19,30-JUN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","PCod",56.86333,56.89167,-166.22,-165.97167,41,23418,"1879","AMERICAN NO I",2019
"YELLOWFIN SOLE",140,1250065,"F",35,0.53,13,545,23418001879000005764,02-JUL-19,02-JUL-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.86667,57.03167,-166.99167,-167.14333,44,23418,"1879","AMERICAN NO I",2019
"YELLOWFIN SOLE",140,1045006,"F",37,0.57,24,5026,23280002134000000380,06-MAR-19,05-MAR-19,513,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",57.29333,57.275,-167.45167,-167.78667,39,23280,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1231728,"F",38,0.5,20,1137,23388001996000000578,05-MAY-19,05-MAY-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.47,58.60667,-159.25,-159.355,5,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1259333,"M",30,0.27,,1165,23388001996000000678,20-MAY-19,20-MAY-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.67167,58.53833,-159.575,-159.30167,6,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1231759,"M",30,0.3,,1168,23388001996000000688,21-MAY-19,21-MAY-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.44667,58.67833,-159.73,-159.43833,5,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1231794,"M",28,0.23,7,1172,23388001996000000708,23-MAY-19,23-MAY-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.50333,58.575,-159.24833,-159.555,10,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1259343,"M",34,0.39,,154,23388001996000000718,25-MAY-19,25-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.70667,58.50333,-159.53,-159.37833,5,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,735986,"F",32,0.49,,197,23418034969000000452,10-MAY-19,10-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.1,59.15833,-165.51667,-165.15333,14,23418,"34969","AMERICAS FINEST",2019
"YELLOWFIN SOLE",140,1221628,"F",29,0.3,,433,23403004092000000868,25-MAY-19,25-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.03167,58.02667,-165.81333,-165.45833,27,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1194447,"M",33,0.39,,146,23271002134000000468,16-MAR-19,16-MAR-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.205,57.295,-163.46667,-163.03167,32,23271,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1194425,"F",31,0.34,10,191,23271002134000000578,27-MAR-19,27-MAR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C51","Flatfish",58.06167,57.91,-168.25667,-168.095,37,23271,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1260447,"M",33,0.38,,11,23276004635000000022,27-JAN-19,27-JAN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.76,57.54833,-167.02333,-167.125,36,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1260486,"F",34,0.38,,11,23276004635000000022,27-JAN-19,27-JAN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.76,57.54833,-167.02333,-167.125,36,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1260448,"M",30,0.29,,16,23276004635000000032,28-JAN-19,28-JAN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.65,57.71833,-167.55667,-167.45833,35,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1260498,"F",38,0.52,,36,23276004635000000072,05-FEB-19,05-FEB-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.04,58.18167,-168.61333,-168.33667,36,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1260451,"M",38,0.56,,41,23276004635000000082,06-FEB-19,06-FEB-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.27667,58.17667,-169.45167,-169.06,36,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1236176,"F",33,0.38,,51,23276004635000000102,11-FEB-19,11-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.625,57.45167,-166.81833,-166.56,38,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1066888,"F",41,0.77,,56,23276004635000000112,12-FEB-19,12-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.55833,57.73167,-167.99333,-167.76,36,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1110869,"F",34,0.46,,61,23276004635000000122,14-FEB-19,14-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.485,57.64833,-167.96333,-167.90333,37,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1236146,"M",42,0.99,,96,23276004635000000192,27-FEB-19,27-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.98667,57.88,-166.20167,-166.04333,33,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1236151,"F",34,0.4,12,136,23276004635000000272,11-MAR-19,11-MAR-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.42333,56.475,-164.365,-164.56667,43,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1236186,"M",33,0.44,,146,23276004635000000292,14-MAR-19,13-MAR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.3,57.49333,-167.035,-167.40167,37,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,651139,"M",36,0.5,,257,23313005822000000518,09-APR-19,09-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.08333,58.06667,-162.68333,-162.28333,19,23313,"5822","ENTERPRISE",2019
"YELLOWFIN SOLE",140,1221685,"F",37,0.49,26,329,23403004092000000660,04-MAY-19,04-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.18333,58.99667,-164.42,-164.42,12,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1082152,"F",39,0.7,14,334,23403004092000000670,04-MAY-19,04-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.705,58.73333,-165.195,-165.27333,19,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1098813,"F",33,0.4,,364,23403004092000000730,11-MAY-19,11-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.12,59.05833,-166.37,-165.91333,13,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1221660,"M",23,0.18,,375,23403004092000000752,13-MAY-19,13-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.03667,59.205,-165.465,-165.22167,12,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1130393,"F",35,0.38,,407,23403004092000000816,20-MAY-19,20-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.55167,58.70667,-159.43167,-159.51833,6,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1034296,"F",31,0.36,10,417,23403004092000000836,22-MAY-19,22-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.58167,58.77667,-163.27,-162.89,14,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1130322,"M",33,0.38,,438,23403004092000000878,26-MAY-19,26-MAY-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.82333,58.01,-167.65167,-167.46333,35,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,660889,"M",21,0.12,,410,23415004093000000948,18-MAY-19,18-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.14667,59.04833,-163.87667,-163.96,12,23415,"4093","ALASKA VICTORY",2019
"YELLOWFIN SOLE",140,1236149,"F",33,0.45,,186,23368004635000000372,28-MAR-19,28-MAR-19,521,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.65833,58.5,-171.90333,-171.67333,51,23368,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,735920,"F",37,0.56,,516,23385034017000001032,29-MAY-19,29-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.17167,59.14,-164.365,-164.69,11,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,735954,"M",29,0.28,,526,23385034017000001052,31-MAY-19,31-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.11833,59.165,-164.83,-164.48167,11,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,666537,"M",27,0.21,10,536,23385034017000001072,02-JUN-19,01-JUN-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.085,58.17333,-166.90833,-167.27,31,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,649433,"M",27,0.23,,546,23385034017000001092,03-JUN-19,03-JUN-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.09333,58.235,-167.01167,-167.45,31,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,1080473,"M",34,0.39,22,552,23385034017000001104,05-JUN-19,05-JUN-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.31,58.275,-165.23333,-165.54,22,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,1147792,"M",29,0.27,,557,23385034017000001114,06-JUN-19,05-JUN-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.42167,58.35333,-164.70333,-165.02833,21,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,1225348,"M",32,0.33,,1119,23388001996000000482,20-APR-19,20-APR-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.45333,58.20167,-163.52333,-163.97167,22,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1185381,"F",39,0.67,,97,23388001996000000494,21-APR-19,21-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.98667,58.73667,-163.49833,-163.545,13,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1250022,"F",31,0.36,,512,23418001879000005698,25-JUN-19,25-JUN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.105,57.105,-165.86333,-166.29833,40,23418,"1879","AMERICAN NO I",2019
"YELLOWFIN SOLE",140,1250041,"F",26,0.2,,517,23418001879000005708,26-JUN-19,26-JUN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.14167,57.15667,-166.26667,-165.88,40,23418,"1879","AMERICAN NO I",2019
"YELLOWFIN SOLE",140,1250085,"F",28,0.26,10,522,23418001879000005718,27-JUN-19,27-JUN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.05833,57.07167,-165.98667,-166.355,41,23418,"1879","AMERICAN NO I",2019
"YELLOWFIN SOLE",140,653756,"F",34,0.42,,4002,23418034969000000344,29-APR-19,29-APR-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.43833,58.495,-163.845,-163.87333,19,23418,"34969","AMERICAS FINEST",2019
"YELLOWFIN SOLE",140,635089,"M",32,0.34,,157,23418034969000000354,30-APR-19,30-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.53833,58.485,-163.44167,-163.56167,17,23418,"34969","AMERICAS FINEST",2019
"YELLOWFIN SOLE",140,1212442,"M",30,0.28,,2015,23280002134000000164,08-FEB-19,07-FEB-19,516,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",57.07833,57.05,-162.71333,-162.12167,31,23280,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1249051,"F",39,0.65,,35,23280002134000000182,09-FEB-19,09-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C51","Flatfish",57.85167,57.84306,-165.26333,-165.08667,28,23280,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1045097,"M",24,0.13,9,40,23280002134000000192,11-FEB-19,10-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.31,57.455,-166.46333,-166.775,37,23280,"2134","OCEAN PEACE",2019
