Row,intercept,Row,phPar,trialp[1],trialp[2],trialp[3],logSigmaT,logSigma
275,-0.645795103,275,-0.011766841,0.038507902,0.842477207,0.473302097,0.766633335,-1.331306866
276,-0.317132435,276,-0.015034819,0.080938967,0.665628622,0.428815937,0.384665534,-1.371862776
277,0.6964765,277,-0.031700416,0.296127048,0.848438572,0.522064033,-1.035337849,-1.613508551
278,-0.466148109,278,-0.010965612,-0.119149114,0.428483017,0.159992907,-0.836842609,-1.586528843
279,1.288587069,279,-0.031240277,-0.370453172,0.253071319,-0.132648799,-1.731666617,-1.647321391
280,1.685706662,280,-0.037449227,-0.206078646,0.395890813,0.051229209,-1.417652432,-1.560738431
281,1.690344408,281,-0.037149699,-0.258215239,0.337254391,0.079302594,-1.427955383,-1.558692135
282,2.350611218,282,-0.045980082,-0.213891925,0.410705201,0.012368816,-0.964659561,-1.639564011
283,1.94172944,283,-0.042838993,-0.126017158,0.497879393,0.166554661,-0.71480838,-1.610088057
284,1.976065951,284,-0.039701744,-0.300572294,0.232152148,-0.113311307,-1.68998346,-1.29614743
285,1.901656697,285,-0.039313498,-0.27794164,0.208628646,-0.024332108,-2.018226553,-1.322863543
286,0.508445993,286,-0.024918184,-0.097997672,0.664659691,0.129275866,-0.828111103,-1.429621208
287,0.944961351,287,-0.028914967,-0.173734984,0.414171168,0.123601393,-1.239077803,-1.57529498
288,0.779902323,288,-0.021028764,-0.58890532,0.041823219,-0.407015486,-0.684570448,-1.574763775
289,-0.138985721,289,-0.0096886,-0.618312799,0.110267387,-0.41387309,-0.227087419,-1.561675478
290,-0.09020521,290,-0.006178695,-0.887184953,-0.348897919,-0.62531141,0.211133208,-1.54655759
291,1.72479588,291,-0.027219831,-1.057059736,-0.53901468,-0.710588717,-0.605651467,-1.385430873
292,1.716081543,292,-0.027104342,-0.992554309,-0.551855532,-0.768493975,-0.888773654,-1.384204335
293,1.597383039,293,-0.027023887,-0.991218445,-0.415530527,-0.652480561,-0.530739905,-1.421983843
294,-0.175532998,294,-0.005469927,-0.826016685,-0.235041782,-0.636177889,0.584259772,-1.604069102
295,1.099140965,295,-0.024944683,-0.597124659,-0.02194894,-0.438630074,-0.207324907,-1.741521639
296,1.197991368,296,-0.025604247,-0.703279375,-0.021303948,-0.377800535,0.026319552,-1.861794432
297,0.380206617,297,-0.010457356,-1.002040382,-0.437254289,-0.746385624,-0.667660037,-1.471591884
298,0.27899915,298,-0.010124032,-0.991186335,-0.337649089,-0.722554776,-0.290802669,-1.488521
299,0.411530128,299,-0.014057201,-0.768191947,-0.163623309,-0.511155936,-0.497307561,-1.680100013
300,0.469993003,300,-0.015455628,-0.732070039,-0.105798315,-0.545879291,-0.388920889,-1.723474589
301,1.185776196,301,-0.022591517,-0.950427056,-0.305834001,-0.593004515,-0.435759594,-1.47521012
302,2.185407319,302,-0.042759641,-0.386357965,0.256558197,-0.01356375,-0.671388256,-1.336754144
303,2.36713284,303,-0.048002364,-0.136233608,0.396010344,0.189696243,-1.346646867,-1.323153783
304,-1.284960238,304,0.001386633,-0.288814988,0.240917556,0.068211503,-0.102611513,-1.598420049
305,-1.202250549,305,-0.003640425,0.032870633,0.536755189,0.369267922,-1.088111529,-1.504497533
306,2.45236635,306,-0.040820764,-0.702466559,-0.089035043,-0.434873567,-0.295626982,-1.543629295
307,0.391592826,307,-0.021471262,-0.028665736,0.457570706,0.161420601,-1.70972554,-1.290634894
308,1.486517221,308,-0.031423816,-0.508431203,0.050779967,-0.2890402,-0.595891727,-1.265942653
309,1.526297338,309,-0.031657345,-0.538098051,0.046995114,-0.265328542,-0.624106534,-1.267645279
310,1.300333411,310,-0.029302743,-0.567621172,0.198997967,-0.290512052,-0.765665178,-1.267689226
311,0.103023591,311,-0.01437655,-0.429585073,0.13734954,-0.180757049,-1.1614984,-1.72632905
312,0.72401592,312,-0.026109108,-0.112579694,0.502030831,0.1352985,-1.048576706,-1.362712706
313,1.079582154,313,-0.028767949,-0.305126728,0.325016906,-0.028734397,-0.842757673,-1.435067317
314,0.797604021,314,-0.02431397,-0.415617671,0.349764566,-0.094108941,-0.851948088,-1.392367044
315,0.575642341,315,-0.025761911,0.029727055,0.495462321,0.184959673,-2.017358839,-1.420867261
316,0.716739819,316,-0.026854158,0.00466965,0.483819532,0.167424534,-1.891870764,-1.421489564
317,0.698921206,317,-0.026147193,-0.143171916,0.536467103,0.11358495,-1.694163061,-1.425563984
318,0.698492274,318,-0.026977584,-0.026757816,0.45518125,0.227452449,-1.370216181,-1.374400683
319,1.067616693,319,-0.028251822,-0.328400427,0.342745461,-0.089568856,-1.370235784,-1.444727062
320,0.341377228,320,-0.016081264,-0.562518743,0.022874051,-0.27832479,-0.738125333,-1.660856778
321,0.337484582,321,-0.015732731,-0.616255656,0.023998948,-0.258464207,-0.789068068,-1.665985751
322,0.68347948,322,-0.022273646,-0.438570172,0.179650745,-0.088549126,-1.249060786,-1.532444089
323,0.183331544,323,-0.016683123,-0.333147786,0.250726869,-0.120741019,-1.421823304,-1.588767754
324,0.153416605,324,-0.0169392,-0.260676167,0.343700159,-0.062301279,-1.071114836,-1.56301774
325,-0.435980018,325,-0.01015829,-0.324223082,0.409096153,0.057713839,-0.60679272,-1.599891709
326,-0.256500089,326,-0.012560098,-0.304521214,0.316160902,0.025146715,-1.658631174,-1.436441803
327,-1.151465425,327,-0.000728242,-0.293738923,0.254935562,0.010449276,-1.490514917,-1.415691723
328,0.228385827,328,-0.016472984,-0.440581859,0.022115467,-0.2393144,-0.7650862,-1.512426052
329,0.268238359,329,-0.01820975,-0.377712419,0.448716162,-0.052917462,-0.438230542,-1.542821626
330,-0.127420663,330,-0.01233668,-0.516606968,0.260889945,-0.126542392,-0.847590953,-1.601849052
331,1.497787897,331,-0.037350091,-0.0110721,0.428270986,0.093493967,-1.400390906,-1.509948384
332,1.183826288,332,-0.034437746,0.033180059,0.605592436,0.186224102,-0.535899939,-1.436975031
333,1.243792757,333,-0.031774175,-0.262413445,0.346935783,0.025268291,-0.839562226,-1.36939264
334,0.47392047,334,-0.026388311,0.163652582,0.747546679,0.408705602,-0.860445791,-1.413698113
335,0.661204805,335,-0.026970919,0.022375457,0.702757804,0.169766093,-0.409862619,-1.507881995
336,-0.512466134,336,-0.010682372,-0.111786349,0.469197092,0.301320625,-0.851440698,-1.480697525
337,0.67028881,337,-0.022045069,-0.364573737,0.284785478,-0.268122675,-1.041885712,-1.362968047
338,-0.011458924,338,-0.013891549,-0.440086837,0.098117351,-0.061962129,-1.42842397,-1.359773255
339,-0.343404832,339,-0.009802072,-0.424211819,0.182414584,-0.116994857,-1.644767877,-1.339453457
340,-0.163946547,340,-0.014129349,-0.166077518,0.408716776,0.120044659,-1.661131808,-1.464662698
341,-0.295420353,341,-0.012953567,-0.167438216,0.45092095,0.017879563,-1.163080444,-1.527390137
342,0.60235536,342,-0.018625748,-0.602700232,0.034051253,-0.404451282,-0.794508623,-1.63246208
343,0.754812191,343,-0.019543816,-0.787647221,-0.041810607,-0.366112739,-0.830716046,-1.670105918
344,0.474762009,344,-0.017346751,-0.554438068,0.039094998,-0.340767089,-0.400888071,-1.78484893
345,0.144877547,345,-0.013195267,-0.573884971,0.017707544,-0.348351937,-0.262495041,-1.676810553
346,-0.426507158,346,-0.0135886,0.00945743,0.66027653,0.311235563,1.527893654,-1.633588066
347,0.091635956,347,-0.02085247,0.040329191,0.761053743,0.299050562,1.139600512,-1.53083306
348,0.686314382,348,-0.027367762,-0.108167526,0.652071838,0.24329699,0.90382118,-1.689095114
349,1.288055336,349,-0.032209715,-0.354930558,0.356208001,-0.036412843,1.735528782,-1.520593299
350,0.279858223,350,-0.018004862,-0.437540812,0.28307653,-0.118151912,1.297855729,-1.399739958
351,1.022385245,351,-0.026822225,-0.456730596,0.256026988,-0.13534739,-1.348261936,-1.653369251
352,-1.937933069,352,0.008222011,-0.188780539,0.515282174,0.132885647,-1.123565384,-1.470654881
353,-1.836590767,353,0.007174059,-0.053571461,0.462907116,0.059386282,-1.250088629,-1.489907213
354,-2.075786506,354,0.008910623,-0.15464178,0.605542844,0.211019414,-1.232679485,-1.543593533
355,-2.222865602,355,0.010840646,-0.109232062,0.596755248,0.183149122,-1.233149118,-1.542331083
356,-0.903557392,356,-0.005595685,-0.191918795,0.519013449,0.136954942,-0.980995029,-1.661448141
357,-0.858532224,357,-0.006348437,-0.094225091,0.492947648,0.16458058,-1.031661346,-1.688601328
358,-0.517589551,358,-0.011021508,-0.152671836,0.549281353,0.160746088,-1.109133688,-1.752258632
359,0.160592512,359,-0.016336552,-0.393145937,0.247963426,-0.082580044,-1.013077086,-1.702143697
360,-0.541499034,360,-0.008167433,-0.32293019,0.320798954,0.001098409,-1.678142798,-1.602159204
361,-0.779259098,361,-0.006545102,-0.093396608,0.425360596,0.057921918,-1.588475643,-1.574264012
362,0.113193809,362,-0.017118687,-0.229511182,0.399813483,0.026407269,-1.105148933,-1.548739336
363,-0.497179946,363,-0.007780902,-0.384951248,0.23817077,-0.115485992,-0.72436271,-1.684982265
364,-0.002982489,364,-0.014655741,-0.303888358,0.315328684,-0.023193896,-1.258655801,-1.714544215
365,-0.39395181,365,-0.011603512,-0.252154406,0.34772238,0.120312285,-1.283593263,-1.241960381
366,-0.316667081,366,-0.01124103,-0.262266145,0.345099428,0.157158554,-1.35090461,-1.269740921
367,0.70535562,367,-0.022754475,-0.340368492,0.261268118,-0.186522092,-0.533396984,-1.751980791
368,0.575243149,368,-0.021575206,-0.325788777,0.329985848,-0.142134995,-0.636003096,-1.766977204
369,-0.004481153,369,-0.015130574,-0.185048303,0.3806336,-0.076059625,-1.776809381,-1.245753071
370,0.947414502,370,-0.025747225,-0.351309004,0.172292776,-0.125930592,-1.411353434,-1.782739228
371,-0.392595152,371,-0.010083789,-0.278587463,0.378478154,-0.003532401,-1.288738264,-1.510584682
372,-1.133166002,372,-0.000713707,-0.18575519,0.354421731,-0.008054456,-1.542111857,-1.460524456
373,-1.432115978,373,0.003128542,-0.287899518,0.369228707,-0.020688486,-1.671498973,-1.44297195
374,-0.069138514,374,-0.012040843,-0.341823274,0.27763178,-0.226486624,-1.028575394,-1.496727324
375,-0.248343241,375,-0.011445845,-0.332850454,0.143194547,-0.036861047,-1.239745063,-1.513279
376,0.665387245,376,-0.025307928,-0.198579234,0.551384034,0.11864729,-1.253029578,-1.445091196
377,1.657015599,377,-0.033514403,-0.493074694,0.118348065,-0.233069713,-1.207311398,-1.598909049
378,2.497075776,378,-0.047910256,-0.185112218,0.352201261,0.002975469,-1.330500434,-1.275124446
379,2.532724926,379,-0.049005796,-0.14934455,0.327683181,-0.009941962,-1.30584869,-1.280709796
380,2.397641479,380,-0.047011531,-0.149180021,0.311021157,-0.043780133,-1.068315134,-1.306306543
381,1.250714338,381,-0.034127883,-0.051573619,0.528530304,0.214265245,-1.644101663,-1.548038938
382,1.554856042,382,-0.031982876,-0.568424982,0.070509452,-0.330312434,-0.682123737,-1.506099654
383,0.192223738,383,-0.013365733,-0.590279353,0.049118611,-0.354411531,-0.51904776,-1.646164894
384,-0.269651886,384,-0.012974922,-0.17786059,0.428295627,0.043354217,-1.568186001,-1.498302062
385,0.356681722,385,-0.016849448,-0.547859518,0.122576077,-0.253966071,-0.531208868,-1.812118248
386,0.356681722,386,-0.016849448,-0.547859518,0.122576077,-0.253966071,-0.531208868,-1.812118248
387,0.379211984,387,-0.017390655,-0.549402762,0.128438643,-0.248814202,0.416538719,-1.613250789
388,1.406801528,388,-0.024829718,-0.951205228,-0.277580211,-0.648355711,-0.450922885,-1.624555637
389,0.871014055,389,-0.021590393,-0.715587082,-0.065786001,-0.43144355,0.000659615,-1.54678182
390,0.902491891,390,-0.021080716,-0.73487132,-0.070633881,-0.344646877,0.00422096,-1.544630886
391,0.591273715,391,-0.01726884,-0.762929659,-0.09921266,-0.475990545,0.129970745,-1.495709999
392,0.914195362,392,-0.021625374,-0.744641169,-0.044541673,-0.449643497,-0.710936693,-1.498724677
393,0.910847273,393,-0.021750911,-0.734981258,-0.061058358,-0.463758852,-0.720541951,-1.505402635
394,1.180986158,394,-0.024595412,-0.710120902,-0.146297099,-0.492325747,-0.257311932,-1.648373918
395,0.363472535,395,-0.018420879,-0.43904701,0.223520175,-0.128140634,-0.134171237,-1.683515897
396,1.502818888,396,-0.029901776,-0.611187065,-0.058238873,-0.413321332,-1.346690753,-1.447757917
397,0.13138729,397,-0.018378436,-0.111071124,0.497496427,0.014203734,-0.862004713,-1.418275123
398,0.30035356,398,-0.020668042,-0.197472157,0.396510802,0.053773946,-0.710450912,-1.514073336
399,0.317043152,399,-0.020632646,-0.185403819,0.275679514,0.113999538,-0.755923231,-1.504192631
400,0.684061889,400,-0.024198134,-0.362311686,0.418961172,-0.147813385,-1.110582455,-1.420368468
401,0.811506923,401,-0.025300869,-0.408425177,0.251944681,-0.109521592,-0.985768516,-1.386001061
402,0.702851588,402,-0.024691849,-0.17321522,0.411242095,0.054505383,-0.595518442,-1.442055184
403,0.630832751,403,-0.025463467,-0.194102242,0.395864248,0.044043565,-0.579781048,-1.441496321
404,0.286524457,404,-0.020541512,-0.103178073,0.592109635,0.184688049,-0.611725969,-1.482446785
405,0.107531315,405,-0.01904077,-0.014866734,0.546894679,0.212377666,-0.637184544,-1.629022224
406,0.390208086,406,-0.022032937,-0.172449033,0.545883119,0.184239932,-0.574106214,-1.634577702
407,0.315550228,407,-0.021575772,-0.073028526,0.442419355,0.064418561,-0.18705445,-1.705440314
408,-0.766988111,408,-0.004665081,-0.386633628,0.284708837,-0.038107484,-1.320895383,-1.313215818
409,-0.878971433,409,-0.003553871,-0.214701015,0.288961323,0.017155604,-1.07584693,-1.359756892
410,-1.658189087,410,0.005327968,-0.276705751,0.380266464,-0.004165293,-1.36520498,-1.414338287
411,-1.366340466,411,0.001614557,-0.196059422,0.481521265,0.076799616,-0.795812781,-1.369434644
412,-1.450127216,412,0.000918427,-0.199128123,0.478664707,0.128837403,-0.791963197,-1.368663018
413,-0.187349316,413,-0.016153475,-0.046246768,0.537319754,0.131244671,-1.321376603,-1.537853072
414,-1.629517326,414,-0.003116287,0.378242943,1.11750729,0.817354066,0.056440326,-1.456246995
415,-0.970877534,415,-0.012364657,0.540386262,1.100308269,0.648115606,-0.463754636,-1.411680972
416,-1.80606711,416,0.003261944,0.206828954,0.673401857,0.344335502,-0.19886638,-1.491362345
417,2.236736322,417,-0.043254904,-0.447290478,0.276194664,-0.094304535,-1.874278897,-1.531473433
418,1.265334556,418,-0.030849265,-0.383084792,0.313785215,-0.025706451,-1.214981189,-1.659959624
419,0.879537557,419,-0.027685714,-0.206670542,0.355862882,-0.027451175,-1.495600298,-1.319959247
420,0.584102728,420,-0.023605297,-0.210424296,0.374774438,0.094473967,-1.573410549,-1.395338931
421,0.82474335,421,-0.025063456,-0.298390846,0.287387905,-0.105239912,-1.069546786,-1.478275161
422,-0.775714529,422,-0.005658983,-0.232782205,0.436124171,-0.011041167,-1.555159096,-1.7662897
423,-0.745117818,423,-0.005744042,-0.24705408,0.412817657,-0.029951009,-1.546721101,-1.769369638
424,-0.720872161,424,-0.006251946,-0.251995729,0.43988027,-0.005676895,-1.46657197,-1.783804302
425,-1.439998317,425,0.00187242,-0.199067124,0.515770999,0.053659682,-0.918344703,-1.667133855
426,-0.818262319,426,-0.007566299,0.018827302,0.559483405,0.15691549,-1.359906444,-1.496978116
427,-0.937145336,427,-0.006136519,-0.03788631,0.555978107,0.247579312,-1.488823697,-1.468375272
428,-0.735122986,428,-0.008444557,-0.045529563,0.530723989,0.102221717,-1.110806687,-1.393524821
429,1.525831911,429,-0.031473526,-0.624258819,0.091633219,-0.355964803,-0.961510102,-1.417516812
430,0.753823667,430,-0.028168917,0.042117167,0.570264972,0.238370992,-1.494217282,-1.583908118
431,0.804274646,431,-0.028650402,-0.096000428,0.593962548,0.187606418,-1.168484016,-1.577065765
432,0.563303147,432,-0.022882951,-0.178167191,0.296381223,-0.001439914,-1.772483941,-1.61853085
433,0.964897212,433,-0.028790287,-0.21397925,0.46462271,0.075948692,-1.467559609,-1.669698341
434,0.17174398,434,-0.017717023,-0.246250227,0.331146056,0.010266758,-1.893185487,-1.456588424
435,0.24203906,435,-0.019492307,-0.173985726,0.437546824,-0.001591517,-1.286586046,-1.345799441
436,-0.060696468,436,-0.019460725,0.038192469,0.759142238,0.383244864,-0.940005329,-1.567129144
437,0.089418868,437,-0.02207741,0.098614255,0.70980338,0.434316887,-0.378645251,-1.614068259
438,0.510832914,438,-0.024508701,-0.058829636,0.551828326,0.232124066,-1.109785105,-1.357999275
439,-0.302333866,439,-0.011846649,-0.155787262,0.379992549,0.01933198,-0.627298567,-1.396587965
440,-0.27829494,440,-0.012657873,-0.105396098,0.447743994,-0.025167308,-0.588499325,-1.373132938
441,-0.52716428,441,-0.010563423,-0.192667865,0.543639503,0.164008855,-0.714626407,-1.339378739
442,-0.001928734,442,-0.012471914,-0.661978555,0.037453251,-0.22921272,-1.532483592,-1.520303218
443,-0.422568105,443,-0.012331008,-0.117428517,0.563213116,0.24936059,-1.175666753,-1.389073725
444,-0.451850143,444,-0.010803853,-0.140368078,0.490776649,0.096339978,-1.073669106,-1.435510685
445,-0.109996514,445,-0.014918791,-0.134303142,0.333111371,0.007349536,-1.264147904,-1.394820076
446,0.418942758,446,-0.022255156,-0.225807455,0.514484885,0.067578146,-0.778409143,-1.405089948
447,0.146514006,447,-0.022870755,0.160590712,0.640303355,0.388830065,-1.131487537,-1.416090254
448,1.405443031,448,-0.028950814,-0.539921809,0.012413839,-0.349713347,-1.10255696,-1.61593573
449,1.292957275,449,-0.028146552,-0.519205099,-0.072432269,-0.368161267,-1.062888079,-1.619533376
450,-0.374599887,450,-0.010933715,-0.147641535,0.298048593,0.036198895,-0.422496048,-1.206058502
451,-1.681687047,451,0.007148806,-0.333314814,0.301754802,-0.10890433,-1.63733204,-1.62287485
452,-1.609632202,452,0.006767376,-0.352721565,0.324371121,-0.111254111,-1.618280537,-1.615219971
453,-0.284948957,453,-0.009400927,-0.429640278,0.193584897,-0.162471662,-1.277612407,-1.64856654
454,1.542589827,454,-0.036708011,-0.076818794,0.386049797,0.060969881,-1.219285118,-1.472301669
455,0.340182197,455,-0.019664378,-0.184008498,0.284284535,-0.060676511,-1.491882038,-1.605167833
456,-0.056303224,456,-0.013135399,-0.283247786,0.189511134,-0.155619396,-0.93365191,-1.456752926
457,0.241229437,457,-0.012841872,-0.665714471,-0.030799216,-0.42733572,-0.911863599,-1.628552036
458,-0.43304221,458,-0.008449947,-0.344147958,0.297706644,-0.017613738,-1.063409629,-1.452075806
459,-1.069451842,459,0.000527032,-0.394577585,0.195350746,-0.087585399,-1.672749055,-1.501028715
460,-1.043019198,460,-0.004116885,-0.110806478,0.498392931,0.214953691,-1.531910642,-1.530195641
461,0.289887977,461,-0.016000864,-0.513954077,0.060086458,-0.205974779,-0.986758192,-1.7223417
462,0.775600243,462,-0.024732366,-0.338240126,0.327271878,-0.08263888,-0.877171906,-1.780021694
463,0.85229988,463,-0.025309443,-0.34470094,0.275076336,-0.063544027,-0.926337246,-1.781497624
464,0.986248542,464,-0.025897206,-0.464187374,0.161838058,-0.180298148,-0.853891435,-1.640635236
465,1.126835923,465,-0.026435674,-0.58784358,0.094768173,-0.355529735,-1.132981771,-1.404923823
466,-0.34237058,466,-0.0084113,-0.543149285,0.238749295,-0.188065533,-0.481111,-1.60354784
467,-0.329359945,467,-0.009156643,-0.534638278,0.223107517,-0.203677621,-0.477240231,-1.597050273
468,-0.024766524,468,-0.013688099,-0.293690308,0.169268943,-0.141772901,-0.703547887,-1.593808104
469,-0.24704602,469,-0.01128567,-0.406927461,0.383528162,-0.041211693,-0.621367832,-1.500130836
470,0.02417535,470,-0.015307716,-0.253892807,0.19228011,-0.064534224,-0.382715388,-1.388402463
471,0.091043909,471,-0.015909553,-0.305559072,0.301870026,-0.097540697,-0.323382572,-1.394248344
472,0.374529736,472,-0.019637637,-0.378337713,0.369357363,-0.088846442,-0.720012613,-1.480687163
473,0.486114094,473,-0.022655069,-0.207695098,0.35814117,0.109548769,-1.515603811,-1.631656458
474,-0.408280338,474,-0.007321196,-0.478219429,0.18996675,-0.282405266,-0.618179323,-1.563006526
475,1.212819653,475,-0.027795497,-0.595409323,0.160561441,-0.311018145,-1.059816574,-1.723995832
476,1.422711594,476,-0.032435759,-0.367418079,0.155143152,-0.06937086,-0.957145082,-1.696623228
477,1.502343872,477,-0.033074752,-0.36469462,0.212363234,-0.118023808,-1.068040668,-1.71226555
478,1.194948895,478,-0.02945614,-0.318944321,0.245928021,-0.112816465,-0.811669332,-1.696480896
479,1.147501489,479,-0.029880616,-0.298100712,0.305639361,-0.10308175,-0.828936067,-1.666127137
480,-0.995465497,480,-0.002722804,-0.21890898,0.422483563,0.040081755,-1.488355876,-1.542836324
481,0.848896332,481,-0.027378612,-0.267527899,0.346863557,0.03778728,-0.84809646,-1.411929699
482,1.092599631,482,-0.031259266,-0.195981431,0.432848967,0.099420529,-1.076088828,-1.712713625
483,0.935702396,483,-0.028055941,-0.223789198,0.417595693,0.063500785,-0.90918556,-1.537874023
484,-0.094535291,484,-0.013471331,-0.348990701,0.26874797,-0.086498758,-1.729387626,-1.504532678
485,-1.174571796,485,0.000228728,-0.302797792,0.364752804,-0.025086296,-1.30920966,-1.540858691
486,-1.160317566,486,0.001301809,-0.382105634,0.189490785,-0.127180256,-1.840492685,-1.572357764
487,-1.278920709,487,0.0024206,-0.24253709,0.194824236,-0.114792502,-1.589515355,-1.542404352
488,-1.368826298,488,0.004260761,-0.320415041,0.157256822,-0.153227924,-1.631578919,-1.574804194
489,0.168972615,489,-0.022484613,0.070943384,0.728114129,0.328168451,-0.782410541,-1.431605738
490,0.014636805,490,-0.020659518,0.145827626,0.758430827,0.393384086,-1.11657324,-1.395327513
491,1.358113338,491,-0.039814979,0.182188265,0.782501213,0.524218728,-0.315422356,-1.437175344
492,1.517831319,492,-0.042608144,0.221787427,0.846537019,0.566773853,-0.089624035,-1.422132253
493,1.740237961,493,-0.045551796,0.250244472,0.883981734,0.590241371,-0.016490549,-1.410963651
494,-0.479428359,494,-0.01982419,0.548934449,1.262339176,0.828639854,-0.32331268,-1.439667093
495,0.415682829,495,-0.029366432,0.384231138,0.934319844,0.633132244,1.724733067,-1.582928292
496,0.209747605,496,-0.02462537,0.203590846,0.94047919,0.516871443,1.583886644,-1.530591883
497,1.168114694,497,-0.039017778,0.4506827,0.992533092,0.629016186,0.754609231,-1.514874572
498,-1.795400061,498,0.004353409,-0.008382403,0.518141485,0.191168593,-1.4982646,-1.469303073
499,-1.58405129,499,0.010549189,-0.783691858,-0.114774137,-0.483660151,-0.312920865,-1.301830421
500,-1.579172002,500,0.012840915,-0.807419001,-0.115777165,-0.468031461,-0.37245407,-1.312550095
501,0.603978382,501,-0.028288224,0.139420447,0.853062227,0.482909618,-0.752877062,-1.52913946
502,0.393810991,502,-0.026528363,0.283826159,0.820151742,0.437186386,-0.812959801,-1.526384787
503,0.158877669,503,-0.025071774,0.245609767,0.96250714,0.614244335,-0.917939832,-1.554660066
504,0.507300374,504,-0.026909902,0.046115046,0.847576093,0.33373292,0.389944959,-1.554673528
505,0.170291312,505,-0.023318071,0.214616215,0.679764155,0.446181941,-0.163269687,-1.575053169
506,1.53124482,506,-0.036981948,-0.011855746,0.464492807,0.222528349,-0.430494929,-1.642366171
507,1.128544502,507,-0.030500364,-0.230106172,0.547377506,0.064435705,-0.524855437,-1.565855413
508,1.535527373,508,-0.034292121,-0.458324574,0.238613374,-0.192095185,-1.736599535,-1.518749824
509,0.452025907,509,-0.023655487,-0.153499162,0.612185256,0.114774964,-0.816982291,-1.598436352
510,0.125405709,510,-0.0177942,-0.215468541,0.32900778,0.106999739,-1.797873555,-1.652799431
511,1.887400786,511,-0.038068552,-0.412734853,0.264510792,-0.186728736,-0.859193642,-1.547021724
512,1.850904397,512,-0.037401531,-0.43942116,0.273394693,-0.192236115,-0.93986784,-1.550277308
513,1.536874296,513,-0.034890766,-0.303372279,0.28518531,-0.03211688,-1.43941805,-1.517867912
514,1.776919819,514,-0.037245816,-0.343522529,0.245114415,-0.115719181,-1.033359386,-1.49082676
515,1.29800576,515,-0.033554751,-0.146580122,0.461345083,0.063129862,-0.844457212,-1.40419041
516,0.984689114,516,-0.027933357,-0.342996553,0.28692401,0.054726518,-0.469968863,-1.42203721
517,-0.268124683,517,-0.011502756,-0.252616268,0.261372149,-0.038899188,-1.445691975,-1.58670204
518,1.034482053,518,-0.029476556,-0.303863612,0.47055819,0.027985838,-0.947352452,-1.472881293
519,1.010774734,519,-0.031629858,-0.049286943,0.542769213,0.282718311,-0.950214009,-1.44638753
520,0.487316368,520,-0.025710404,-0.030109826,0.630649996,0.173515174,-1.294105019,-1.44806804
521,1.547895085,521,-0.030475369,-0.627028009,-0.091504344,-0.575022468,-0.976050957,-1.558562445
522,0.373088626,522,-0.0159971,-0.545757039,0.006779584,-0.454432632,-0.402974374,-1.459917882
523,0.205608027,523,-0.013525088,-0.611923046,0.012987937,-0.470667665,-0.392329046,-1.475994369
524,1.251658633,524,-0.030341226,-0.573381611,0.240720058,-0.009305749,-1.07598439,-1.431063058
525,1.186286339,525,-0.030103904,-0.174840109,0.211522729,-0.159292904,-0.490124236,-1.37744957
526,0.399548116,526,-0.018570251,-0.542399564,0.336442006,-0.055736936,-1.118990096,-1.363406087
527,0.430034045,527,-0.018332983,-0.412028931,0.320558749,-0.233198752,-0.548118378,-1.501415177
528,0.214640409,528,-0.016532372,-0.405352121,0.151645751,-0.0093108,-0.154559019,-1.46668716
529,-0.955305739,529,0.000804663,-0.469569264,0.16139755,-0.259204202,-0.732889966,-1.477602813
530,1.564460901,530,-0.031031342,-0.653979147,-0.056866398,-0.331601329,-0.83882893,-1.545777457
531,1.564460901,531,-0.031031342,-0.653979147,-0.056866398,-0.331601329,-0.83882893,-1.545777457
532,1.012391551,532,-0.029540443,-0.166141025,0.459540615,0.020081683,-1.481189661,-1.603631799
533,0.803075618,533,-0.024180748,-0.378425002,0.24395991,-0.063223044,-0.769897449,-1.455467256
534,1.056746814,534,-0.02676919,-0.344751097,0.182038425,-0.13507384,-1.678926144,-1.492506912
535,1.075768782,535,-0.027893823,-0.345755595,0.175318577,-0.098782771,-1.835065754,-1.497519568
536,-0.443247699,536,-0.006060968,-0.514172452,0.132269469,-0.289429877,0.331165945,-1.544072627
537,-1.179786641,537,-0.000590877,-0.229268422,0.365329373,-0.035332685,-1.234896601,-1.497537448
538,-1.245836652,538,0.000380938,-0.292088117,0.303156575,0.047384683,-1.593609044,-1.509296565
539,-1.425737707,539,0.003998651,-0.249355968,0.26914247,0.005081501,-1.48531597,-1.528938649
540,-1.067915509,540,-0.00253715,-0.234420456,0.413261219,0.001655462,-1.651492937,-1.549157753
541,-1.051288797,541,-0.001812273,-0.223400105,0.419705185,0.015364237,-1.612440032,-1.544141749
542,-1.112193461,542,-0.002024196,-0.238656978,0.437329595,0.016118095,-1.648494426,-1.55582083
543,-1.143212238,543,-0.000457215,-0.310112875,0.395280277,0.082710168,-1.756071094,-1.601903715
544,0.110596884,544,-0.01897429,-0.038086891,0.449296564,0.058918374,-0.682537564,-1.644943355
545,-1.134197829,545,-0.003517115,0.104523504,0.592341501,0.192649682,0.393951061,-1.5792245
546,-1.066127503,546,-0.007306786,0.239320845,0.709956358,0.306599612,-1.220249947,-1.49148777
547,-0.850046658,547,-0.00767035,-0.088042615,0.572410514,0.265477893,-0.785243081,-1.504502137
548,0.838202157,548,-0.0307834,0.071454328,0.694215758,0.239397504,-0.482576307,-1.574707835
549,0.773344284,549,-0.024905523,-0.399471226,0.244032815,0.009170189,-1.083871003,-1.439054194
